"","instance","solver","X.nodes","cores_len","SAT_time","verdict","best_LB","solved_by","SAT_calls","interrupted_by","CPLEX_seeded","solution","CPU","CPLEX_pop_time","X.edges","iterations","inst_num.x","MEM_MB","CPLEX_time","best_UB","cores","GREEDY_time","num_obj_in_core","cores_obj","inst_num.y","wat","Dataset","inst_num"
"113","contiki_powertrace_powertrace_stop.gr","Base",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,9e-04,0,7,0,182,35,0,NA,0,0,NA,NA,182,"","Real-World graphs",NA
"114","contiki_powertrace_powertrace_stop.gr","Base(IP)",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0033,0,7,0,182,35,0,NA,0,0,NA,NA,182,"","Real-World graphs",NA
"115","contiki_queuebuf_queuebuf_attr.gr","Hybrid",10,2,0.0062,"OPTIMUM FOUND",NA,"LB >= UB.",168,"",NA,1,0.0097,0,9,2,215,36,0.0014,NA,45,1e-04,1.0833,108,215,"","Real-World graphs",NA
"116","contiki_queuebuf_queuebuf_attr.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0037,0,9,0,215,35,0,NA,0,0,NA,NA,215,"","Real-World graphs",NA
"117","contiki_queuebuf_queuebuf_attr.gr","Base(IP)",10,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0022,0,9,0,215,35,0,NA,0,0,NA,NA,215,"","Real-World graphs",NA
"118","contiki_rmh_received.gr","Hybrid",51,2.543333,12.1286,"OPTIMUM FOUND",NA,"LB >= UB.",1450,"",NA,2,12.2988,0,54,2,193,115,0.0082,NA,300,7e-04,1.0189,2650,193,"","Real-World graphs",NA
"119","contiki_rmh_received.gr","Base",51,0,0.0126,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.4357,0,54,0,193,122,0,NA,0,0,NA,NA,193,"","Real-World graphs",NA
"120","contiki_rmh_received.gr","Base(IP)",51,0,0.014,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.4443,0,54,0,193,122,0,NA,0,0,NA,NA,193,"","Real-World graphs",NA
"121","contiki_route_route_decay.gr","Hybrid",20,2.576667,0.4178,"OPTIMUM FOUND",NA,"LB >= UB.",1429,"",NA,2,0.4413,0,21,2,197,41,0.0026,NA,300,0.0022,1.0455,418,197,"","Real-World graphs",NA
"122","contiki_route_route_decay.gr","Base",20,0,6e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.025,0,21,0,197,38,0,NA,0,0,NA,NA,197,"","Real-World graphs",NA
"123","contiki_route_route_decay.gr","Base(IP)",20,0,7e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.025,0,21,0,197,38,0,NA,0,0,NA,NA,197,"","Real-World graphs",NA
"124","contiki_rucb_acked.gr","Hybrid",18,2.409639,0.2801,"OPTIMUM FOUND",NA,"LB >= UB.",1173,"",NA,2,0.297,0,18,2,218,39,0.0011,NA,249,0.0022,1.05,340,218,"","Real-World graphs",NA
"125","contiki_rucb_acked.gr","Base",18,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.018,0,18,0,218,38,0,NA,0,0,NA,NA,218,"","Real-World graphs",NA
"126","contiki_rucb_acked.gr","Base(IP)",18,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0168,0,18,0,218,38,0,NA,0,0,NA,NA,218,"","Real-World graphs",NA
"127","contiki_serial-line_process_thread_serial_line_process.gr","Hybrid",72,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,81,NA,219,NA,NA,NA,NA,NA,NA,NA,219,"","Real-World graphs",NA
"128","contiki_serial-line_process_thread_serial_line_process.gr","Base",72,1,16.2042,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",4,17.4984,0,81,1,219,238,0,NA,1,0,NA,NA,219,"","Real-World graphs",NA
"129","contiki_serial-line_process_thread_serial_line_process.gr","Base(IP)",72,1,16.8063,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",4,22.9254,0,81,1,219,645,4.3136,NA,1,0,NA,NA,219,"","Real-World graphs",NA
"130","contiki_shell-file_process_thread_shell_rm_process.gr","Hybrid",15,2.435294,0.0607,"OPTIMUM FOUND",NA,"LB >= UB.",744,"",NA,2,0.0716,0,16,2,209,38,0.0011,NA,170,0.001,1.0588,238,209,"","Real-World graphs",NA
"131","contiki_shell-file_process_thread_shell_rm_process.gr","Base",15,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0117,0,16,0,209,36,0,NA,0,0,NA,NA,209,"","Real-World graphs",NA
"132","contiki_shell-file_process_thread_shell_rm_process.gr","Base(IP)",15,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0088,0,16,0,209,36,0,NA,0,0,NA,NA,209,"","Real-World graphs",NA
"133","contiki_shell-ping_shell_ping_init.gr","Hybrid",8,2,0.0019,"OPTIMUM FOUND",NA,"LB >= UB.",107,"",NA,1,0.0053,5e-04,7,2,216,36,0.001,NA,28,1e-04,1.1,70,216,"","Real-World graphs",NA
"134","contiki_shell-ping_shell_ping_init.gr","Base",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0018,0,7,0,216,35,0,NA,0,0,NA,NA,216,"","Real-World graphs",NA
"135","contiki_shell-ping_shell_ping_init.gr","Base(IP)",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0029,0,7,0,216,35,0,NA,0,0,NA,NA,216,"","Real-World graphs",NA
"136","contiki_shell-ps_shell_ps_init.gr","Hybrid",8,2,9e-04,"OPTIMUM FOUND",NA,"LB >= UB.",107,"",NA,1,0.005,4e-04,7,2,177,36,0.001,NA,28,0,1.1,70,177,"","Real-World graphs",NA
"137","contiki_shell-ps_shell_ps_init.gr","Base",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,6e-04,0,7,0,177,35,0,NA,0,0,NA,NA,177,"","Real-World graphs",NA
"138","contiki_shell-ps_shell_ps_init.gr","Base(IP)",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0032,0,7,0,177,35,0,NA,0,0,NA,NA,177,"","Real-World graphs",NA
"139","contiki_shell-rime_recv_collect.gr","Hybrid",62,2.56,58.1252,"OPTIMUM FOUND",NA,"LB >= UB.",1655,"",NA,2,58.4001,0,64,2,186,192,0.0094,NA,300,8e-04,1.0156,3904,186,"","Real-World graphs",NA
"140","contiki_shell-rime_recv_collect.gr","Base",62,0,0.0727,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","",2,0.8953,0,64,0,186,147,0,NA,0,0,NA,NA,186,"","Real-World graphs",NA
"141","contiki_shell-rime_recv_collect.gr","Base(IP)",62,0,0.0778,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","seeded",2,0.9465,0,64,0,186,147,0,NA,0,0,NA,NA,186,"","Real-World graphs",NA
"142","contiki_shell-tcpsen_telnet_newdata.gr","Hybrid",15,2,0.0469,"OPTIMUM FOUND",NA,"LB >= UB.",385,"",NA,1,0.0548,0,14,2,217,38,0.0015,NA,105,5e-04,1.0588,238,217,"","Real-World graphs",NA
"143","contiki_shell-tcpsen_telnet_newdata.gr","Base",15,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0091,0,14,0,217,36,0,NA,0,0,NA,NA,217,"","Real-World graphs",NA
"144","contiki_shell-tcpsen_telnet_newdata.gr","Base(IP)",15,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0121,0,14,0,217,36,0,NA,0,0,NA,NA,217,"","Real-World graphs",NA
"145","contiki_shell-text_process_thread_shell_hd_process.gr","Hybrid",130,2.783636,523.6577,"OPTIMUM FOUND",NA,"concrete greedy soln.",3617,"",NA,3,526.3808,0,141,2,210,1181,0.0365,NA,550,0.0012,1.0076,17028,210,"","Real-World graphs",NA
"146","contiki_shell-text_process_thread_shell_hd_process.gr","Base",130,1,10.646,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",3,18.8914,0,141,1,210,1279,3e-04,NA,1,0,NA,NA,210,"","Real-World graphs",NA
"147","contiki_shell-text_process_thread_shell_hd_process.gr","Base(IP)",130,1,10.0036,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",3,56.8793,0,141,1,210,3429,36.1084,NA,1,0,NA,NA,210,"","Real-World graphs",NA
"148","contiki_stbroadcast_recv_from_broadcast.gr","Hybrid",11,2.246377,0.0112,"OPTIMUM FOUND",NA,"LB >= UB.",284,"",NA,2,0.0176,0,11,2,205,36,0.0013,NA,69,2e-04,1.0769,130,205,"","Real-World graphs",NA
"149","contiki_stbroadcast_recv_from_broadcast.gr","Base",11,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0047,0,11,0,205,35,0,NA,0,0,NA,NA,205,"","Real-World graphs",NA
"150","contiki_stbroadcast_recv_from_broadcast.gr","Base(IP)",11,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0042,0,11,0,205,35,0,NA,0,0,NA,NA,205,"","Real-World graphs",NA
"151","contiki_tcpdump_d.gr","Hybrid",8,2,0.0018,"OPTIMUM FOUND",NA,"LB >= UB.",107,"",NA,1,0.0045,5e-04,7,2,211,36,0.0012,NA,28,0,1.1,70,211,"","Real-World graphs",NA
"152","contiki_tcpdump_d.gr","Base",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.002,0,7,0,211,35,0,NA,0,0,NA,NA,211,"","Real-World graphs",NA
"153","contiki_tcpdump_d.gr","Base(IP)",8,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0016,0,7,0,211,35,0,NA,0,0,NA,NA,211,"","Real-World graphs",NA
"154","contiki_timetable_timetable_entry.gr","Hybrid",12,2.681159,0.0886,"OPTIMUM FOUND",NA,"LB >= UB.",1020,"",NA,2,0.0992,0,12,2,207,37,0.0019,NA,207,0.0015,1.0714,154,207,"","Real-World graphs",NA
"155","contiki_timetable_timetable_entry.gr","Base",12,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0074,0,12,0,207,35,0,NA,0,0,NA,NA,207,"","Real-World graphs",NA
"156","contiki_timetable_timetable_entry.gr","Base(IP)",12,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0066,0,12,0,207,35,0,NA,0,0,NA,NA,207,"","Real-World graphs",NA
"157","contiki_trickle_run_trickle.gr","Hybrid",72,2.928333,106.7151,"OPTIMUM FOUND",NA,"LB >= UB.",3424,"",NA,3,107.2534,0,78,3,202,296,0.025,NA,600,0.0022,1.0135,5254,202,"","Real-World graphs",NA
"158","contiki_trickle_run_trickle.gr","Base",72,1,0.9671,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",3,2.272,0,78,1,202,238,9e-04,NA,1,0,NA,NA,202,"","Real-World graphs",NA
"159","contiki_trickle_run_trickle.gr","Base(IP)",72,1,0.9499,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",3,7.0619,0,78,1,202,643,4.3036,NA,1,0,NA,NA,202,"","Real-World graphs",NA
"160","contiki_trickle_trickle_close.gr","Hybrid",13,2,0.0257,"OPTIMUM FOUND",NA,"LB >= UB.",300,"",NA,1,0.0327,0,12,2,176,37,0.0017,NA,78,3e-04,1.0667,180,176,"","Real-World graphs",NA
"161","contiki_trickle_trickle_close.gr","Base",13,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0062,0,12,0,176,36,0,NA,0,0,NA,NA,176,"","Real-World graphs",NA
"162","contiki_trickle_trickle_close.gr","Base(IP)",13,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0064,0,12,0,176,36,0,NA,0,0,NA,NA,176,"","Real-World graphs",NA
"163","contiki_uip_arp_uip_arp_out.gr","Hybrid",261,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,269,NA,220,NA,NA,NA,NA,NA,NA,NA,220,"","Real-World graphs",NA
"164","contiki_uip_arp_uip_arp_out.gr","Base",261,1,29.1602,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",3,101.7872,0,269,1,220,9674,0.0023,NA,1,0,NA,NA,220,"","Real-World graphs",NA
"165","contiki_uip_arp_uip_arp_out.gr","Base(IP)",261,1,30.6531,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",3,752.5821,0,269,2,220,29450,626.2751,NA,1,0,NA,NA,220,"","Real-World graphs",NA
"166","contiki_uip-debug_uip_debug_ipaddr_print.gr","Hybrid",24,2,1.1381,"OPTIMUM FOUND",NA,"LB >= UB.",1270,"",NA,1,1.1743,0,23,2,212,45,0.0019,NA,276,0.0031,1.0385,598,212,"","Real-World graphs",NA
"167","contiki_uip-debug_uip_debug_ipaddr_print.gr","Base",24,0,6e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0375,0,23,0,212,41,0,NA,0,0,NA,NA,212,"","Real-World graphs",NA
"168","contiki_uip-debug_uip_debug_ipaddr_print.gr","Base(IP)",24,0,5e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0405,0,23,0,212,41,0,NA,0,0,NA,NA,212,"","Real-World graphs",NA
"169","contiki_uip-over-mesh_uip_over_mesh_send.gr","Hybrid",155,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,163,NA,196,NA,NA,NA,NA,NA,NA,NA,196,"","Real-World graphs",NA
"170","contiki_uip-over-mesh_uip_over_mesh_send.gr","Base",155,1,50.8071,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",3,64.8442,0,163,1,196,1480,0.0013,NA,1,0,NA,NA,196,"","Real-World graphs",NA
"171","contiki_uip-over-mesh_uip_over_mesh_send.gr","Base(IP)",155,1,47.4727,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",3,125.0702,0,163,1,196,5803,59.8968,NA,1,0,NA,NA,196,"","Real-World graphs",NA
"172","contiki_unicast_unicast_close.gr","Hybrid",7,2,6e-04,"OPTIMUM FOUND",NA,"LB >= UB.",78,"",NA,1,0.0037,1e-04,6,2,195,36,3e-04,NA,21,0,1.1111,54,195,"","Real-World graphs",NA
"173","contiki_unicast_unicast_close.gr","Base",7,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0013,0,6,0,195,35,0,NA,0,0,NA,NA,195,"","Real-World graphs",NA
"174","contiki_unicast_unicast_close.gr","Base(IP)",7,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.002,0,6,0,195,35,0,NA,0,0,NA,NA,195,"","Real-World graphs",NA
"175","contiki_urlconv_urlconv_tofilename.gr","Hybrid",142,2.706294,257.7326,"OPTIMUM FOUND",NA,"CPLEX model.",3307,"",NA,3,261.6437,0,166,3,185,1491,0.0933,NA,715,0.0015,1.0069,20304,185,"","Real-World graphs",NA
"176","contiki_urlconv_urlconv_tofilename.gr","Base",142,1,16.1083,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",3,27.0207,0,166,1,185,1337,0.0014,NA,1,0,NA,NA,185,"","Real-World graphs",NA
"177","contiki_urlconv_urlconv_tofilename.gr","Base(IP)",142,1,15.3743,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",3,78.4499,0,166,1,185,4450,48.7648,NA,1,0,NA,NA,185,"","Real-World graphs",NA
"178","coremark_core_portme_clock.gr","Hybrid",13,2,0.0245,"OPTIMUM FOUND",NA,"LB >= UB.",300,"",NA,1,0.0318,0,12,2,203,37,0.0014,NA,78,3e-04,1.0667,180,203,"","Real-World graphs",NA
"179","coremark_core_portme_clock.gr","Base",13,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0064,0,12,0,203,36,0,NA,0,0,NA,NA,203,"","Real-World graphs",NA
"180","coremark_core_portme_clock.gr","Base(IP)",13,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0087,0,12,0,203,36,0,NA,0,0,NA,NA,203,"","Real-World graphs",NA
"181","coremark_core_portme_init.gr","Hybrid",21,2,0.4247,"OPTIMUM FOUND",NA,"LB >= UB.",924,"",NA,1,0.4475,0,20,2,198,42,0.0023,NA,210,0.0019,1.0435,460,198,"","Real-World graphs",NA
"182","coremark_core_portme_init.gr","Base",21,0,3e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0275,0,20,0,198,40,0,NA,0,0,NA,NA,198,"","Real-World graphs",NA
"183","coremark_core_portme_init.gr","Base(IP)",21,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0292,0,20,0,198,40,0,NA,0,0,NA,NA,198,"","Real-World graphs",NA
"184","CoxeterGraph.gr","Hybrid",28,6.194858,3599.5135,"UNKNOWN",5,"",6726,"INTERRUPTED signal 15",NA,7,3599.6454,0,42,6,14,255,0.0502,7,739,0.0043,1.0333,810,14,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"185","CoxeterGraph.gr","Base",28,1.25,3599.1317,"UNKNOWN",6,"",6,"INTERRUPTED signal 15","",13,3599.1885,0,42,2,14,269,0,13,4,0,NA,NA,14,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"186","CoxeterGraph.gr","Base(IP)",28,1,366.6623,"UNKNOWN",3,"",6,"INTERRUPTED signal 15","seeded",10,3598.7052,0,42,1,14,1877,100.0183,10,3,0,NA,NA,14,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"187","david.graph","Hybrid",87,5.495238,3596.3158,"UNKNOWN",10,"",20234,"INTERRUPTED signal 15",NA,14,3598.6884,0,406,8,72,458,0.3671,14,2100,0.0082,1.0112,7654,72,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"188","david.graph","Base",87,1,6.115,"OPTIMUM FOUND",NA,"LB >= UB.",10,"","",13,8.3477,0,406,1,72,396,0,NA,8,0,NA,NA,72,"","Real-World graphs",NA
"189","david.graph","Base(IP)",87,1,6.5986,"OPTIMUM FOUND",NA,"LB >= UB.",10,"","seeded",13,17.3532,0,406,1,72,1038,7.631,NA,8,0,NA,NA,72,"","Real-World graphs",NA
"190","deep200-q01.hg.graph","Hybrid",7,3.220588,0.0073,"OPTIMUM FOUND",NA,"LB >= UB.",339,"",NA,3,0.0118,0,12,2,227,36,0.0013,NA,68,2e-04,1.1111,54,227,"","Real-World graphs",NA
"191","deep200-q01.hg.graph","Base",7,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0013,0,12,0,227,35,0,NA,0,0,NA,NA,227,"","Real-World graphs",NA
"192","deep200-q01.hg.graph","Base(IP)",7,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0028,0,12,0,227,35,0,NA,0,0,NA,NA,227,"","Real-World graphs",NA
"193","diabetes.net.graph","Hybrid",413,2.316667,168.3915,"UNKNOWN",0,"",279,"INTERRUPTED signal 100",NA,8,227.4826,0,819,1,161,29994,0.0147,8,120,0,1.0024,170980,161,"","Real-World graphs",NA
"194","diabetes.net.graph","Base",413,NA,NA,"",NA,"",NA,"","",NA,NA,NA,819,NA,161,NA,NA,NA,NA,NA,NA,NA,161,"","Real-World graphs",NA
"195","diabetes.net.graph","Base(IP)",413,NA,NA,"",NA,"",NA,"","",NA,NA,NA,819,NA,161,NA,NA,NA,NA,NA,NA,NA,161,"","Real-World graphs",NA
"196","DodecahedralGraph.gr","Hybrid",20,6.595049,3599.4786,"UNKNOWN",4,"",11200,"INTERRUPTED signal 15",NA,6,3599.6153,0,30,8,16,180,0.0389,6,1131,0.0165,1.0455,418,16,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"197","DodecahedralGraph.gr","Base",20,1,1652.0387,"OPTIMUM FOUND",NA,"CPLEX model.",6,"","",6,1652.0656,0,30,2,16,186,9e-04,NA,3,0,NA,NA,16,"","Real-World graphs",NA
"198","DodecahedralGraph.gr","Base(IP)",20,1,1082.7279,"UNKNOWN",3,"",4,"INTERRUPTED signal 15","seeded",9,3598.8545,0,30,1,16,190,100.0139,9,2,0,NA,NA,16,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"199","DSJC1000.9.graph","Hybrid",1000,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,449449,NA,68,NA,NA,NA,NA,NA,NA,NA,68,"","Real-World graphs",NA
"200","DSJC1000.9.graph","Base",1000,NA,NA,"",NA,"",NA,"","",NA,NA,NA,449449,NA,68,NA,NA,NA,NA,NA,NA,NA,68,"","Real-World graphs",NA
"201","DSJC1000.9.graph","Base(IP)",1000,NA,NA,"",NA,"",NA,"","",NA,NA,NA,449449,NA,68,NA,NA,NA,NA,NA,NA,NA,68,"","Real-World graphs",NA
"202","DSJC125.5.graph","Hybrid",125,6.916266,3581.1375,"UNKNOWN",16,"",39283,"INTERRUPTED signal 15",NA,114,3593.8431,0,3891,13,67,1015,0.5623,114,3535,4e-04,1.0079,15748,67,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"203","DSJC125.5.graph","Base",125,1.26087,3591.3209,"UNKNOWN",48,"",167,"INTERRUPTED signal 15","",114,3597.1957,0.0047,3891,15,67,808,0.0176,114,46,1e-04,NA,NA,67,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"204","DSJC125.5.graph","Base(IP)",125,1,86.5176,"UNKNOWN",11,"",14,"INTERRUPTED signal 15","seeded",115,3590.8493,0,3891,1,67,3492,176.1065,115,11,0,NA,NA,67,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"205","DSJC250.1.graph","Hybrid",250,5.355566,3565.2337,"UNKNOWN",7,"",9910,"INTERRUPTED signal 15",NA,195,3581.8201,0,3218,21,58,7620,4.174,195,6117,0.0121,1.004,62748,58,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"206","DSJC250.1.graph","Base",250,1.055556,3522.5172,"UNKNOWN",23,"",62,"INTERRUPTED signal 15","",203,3575.2191,0.0021,3218,11,58,5810,0.0275,203,18,0,NA,NA,58,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"207","DSJC250.1.graph","Base(IP)",250,NA,NA,"UNKNOWN",5,"",NA,"INTERRUPTED signal 15","seeded",207,NA,NA,3218,NA,58,NA,NA,207,NA,NA,NA,NA,58,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"208","DSJC500.1.graph","Hybrid",500,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,108.3666,0,12458,0,69,32776,0,0,0,0,NA,NA,69,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"209","DSJC500.1.graph","Base",500,NA,NA,"",NA,"",NA,"","",NA,NA,NA,12458,NA,69,NA,NA,NA,NA,NA,NA,NA,69,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"210","DSJC500.1.graph","Base(IP)",500,NA,NA,"",NA,"",NA,"","",NA,NA,NA,12458,NA,69,NA,NA,NA,NA,NA,NA,NA,69,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"211","DSJR500.1.graph","Hybrid",500,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,105.4654,0,3555,0,98,32790,0,0,0,0,NA,NA,98,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"212","DSJR500.1.graph","Base",500,NA,NA,"",NA,"",NA,"","",NA,NA,NA,3555,NA,98,NA,NA,NA,NA,NA,NA,NA,98,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"213","DSJR500.1.graph","Base(IP)",500,NA,NA,"",NA,"",NA,"","",NA,NA,NA,3555,NA,98,NA,NA,NA,NA,NA,NA,NA,98,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"214","DSJR500.1c.graph","Hybrid",500,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,105.9213,0,121275,0,59,32779,0,0,0,0,NA,NA,59,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"215","DSJR500.1c.graph","Base",500,NA,NA,"",NA,"",NA,"","",NA,NA,NA,121275,NA,59,NA,NA,NA,NA,NA,NA,NA,59,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"216","DSJR500.1c.graph","Base(IP)",500,NA,NA,"",NA,"",NA,"","",NA,NA,NA,121275,NA,59,NA,NA,NA,NA,NA,NA,NA,59,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"217","DyckGraph.gr","Hybrid",32,5.954923,3599.4498,"UNKNOWN",4,"",7530,"INTERRUPTED signal 15",NA,7,3599.6185,0,48,6,46,275,0.0549,7,843,0.0049,1.0294,1054,46,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"218","DyckGraph.gr","Base",32,1.25,3598.9234,"UNKNOWN",6,"",6,"INTERRUPTED signal 15","",15,3599.0102,0,48,2,46,249,0.001,15,4,0,NA,NA,46,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"219","DyckGraph.gr","Base(IP)",32,1,61.0538,"UNKNOWN",3,"",9,"INTERRUPTED signal 15","seeded",11,3593.2164,0,48,1,46,1894,100.0246,11,3,0,NA,NA,46,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"220","earthquake.net.graph","Hybrid",5,2.25,4e-04,"OPTIMUM FOUND",NA,"LB >= UB.",40,"",NA,2,0.0025,4e-04,5,2,173,35,3e-04,NA,12,0,1.1429,28,173,"","Real-World graphs",NA
"221","earthquake.net.graph","Base",5,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0023,0,5,0,173,35,0,NA,0,0,NA,NA,173,"","Real-World graphs",NA
"222","earthquake.net.graph","Base(IP)",5,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.002,0,5,0,173,35,0,NA,0,0,NA,NA,173,"","Real-World graphs",NA
"223","EllinghamHorton78Graph.gr","Hybrid",78,4.833803,3597.5498,"UNKNOWN",4,"",12053,"INTERRUPTED signal 15",NA,22,3598.7328,0,117,6,35,470,0.1402,22,1420,0.0051,1.0125,6160,35,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"224","EllinghamHorton78Graph.gr","Base",78,1,624.403,"OPTIMUM FOUND",NA,"CPLEX model.",8,"","",6,626.0192,0,117,2,35,296,0.0013,NA,3,0,NA,NA,35,"","Real-World graphs",NA
"225","EllinghamHorton78Graph.gr","Base(IP)",78,1,47.1965,"UNKNOWN",3,"",8,"INTERRUPTED signal 15","seeded",10,3595.9073,0,117,1,35,1764,100.1454,10,2,0,NA,NA,35,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"226","ex002.gr","Hybrid",145,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,2368,NA,136,NA,NA,NA,NA,NA,NA,NA,136,"","Real-World graphs",NA
"227","ex002.gr","Base",145,1,3585.6137,"UNKNOWN",39,"",80,"INTERRUPTED signal 15","",78,3594.9723,0.0021,2368,8,136,1347,0.0112,78,34,0,NA,NA,136,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
