"","instance","solver","X.nodes","cores_len","SAT_time","verdict","best_LB","solved_by","SAT_calls","interrupted_by","CPLEX_seeded","solution","CPU","CPLEX_pop_time","X.edges","iterations","inst_num.x","MEM_MB","CPLEX_time","best_UB","cores","GREEDY_time","num_obj_in_core","cores_obj","inst_num.y","wat","Dataset","inst_num"
"1345","clique50.gr","Base",50,1,17.106,"OPTIMUM FOUND",NA,"LB >= UB.",46,"","",49,17.4498,0,1225,1,NA,93,0,NA,44,0,NA,NA,NA,NA,"Synthetic graphs",252
"1346","rnd30-0.7_10.gr","Base(IP)",30,1.052632,79.7614,"OPTIMUM FOUND",NA,"LB >= UB.",23,"","seeded",24,179.9842,0,321,2,NA,146,100.1202,NA,19,0,NA,NA,NA,NA,"Synthetic graphs",41
"1347","rnd10-0.1_2.gr","Base(IP)",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0052,0,5,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",10
"1348","rnd30-0.7_2.gr","Base",30,1.058824,97.6061,"OPTIMUM FOUND",NA,"LB >= UB.",23,"","",23,97.6806,3e-04,301,2,NA,104,2e-04,NA,17,0,NA,NA,NA,NA,"Synthetic graphs",220
"1349","rnd20-0.7_2.gr","Base",20,1,0.299,"OPTIMUM FOUND",NA,"LB >= UB.",10,"","",13,0.3253,0,130,1,NA,38,6e-04,NA,8,0,NA,NA,NA,NA,"Synthetic graphs",199
"1350","rnd30-0.5_4.gr","Base",30,1,88.9309,"OPTIMUM FOUND",NA,"LB >= UB.",19,"","",18,89.0072,2e-04,206,2,NA,96,0.0011,NA,13,0,NA,NA,NA,NA,"Synthetic graphs",198
"1351","rnd10-0.3_7.gr","Base(IP)",10,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",4,0.0042,0,18,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",132
"1352","rnd40-0.7_5.gr","Base(IP)",40,1,102.4094,"UNKNOWN",23,"",27,"INTERRUPTED signal 15","seeded",36,3599.1548,0,555,1,NA,685,100.0251,36,23,0,NA,NA,NA,NA,"Synthetic graphs",84
"1353","rnd50-0.1_4.gr","Base(IP)",50,1,72.4863,"UNKNOWN",7,"",13,"INTERRUPTED signal 15","seeded",15,3599.7496,0,125,1,NA,500,100.0442,15,7,0,NA,NA,NA,NA,"Synthetic graphs",156
"1354","rnd10-0.3_10.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0049,0,13,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",161
"1355","rnd20-0.9_3.gr","Base(IP)",20,1,0.2162,"OPTIMUM FOUND",NA,"LB >= UB.",12,"","seeded",16,0.2769,0,170,1,NA,44,0.0358,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",73
"1356","rnd40-0.9_3.gr","Base",40,1,94.4847,"OPTIMUM FOUND",NA,"LB >= UB.",36,"","",36,94.6555,3e-04,714,2,NA,128,3e-04,NA,30,0,NA,NA,NA,NA,"Synthetic graphs",1
"1357","rnd50-0.1_1.gr","Base(IP)",50,1.166667,80.3375,"UNKNOWN",5,"",20,"INTERRUPTED signal 15","seeded",13,3599.6232,0,118,1,NA,499,100.043,13,6,0,NA,NA,NA,NA,"Synthetic graphs",209
"1358","rnd20-0.7_9.gr","Base",20,1,0.3131,"OPTIMUM FOUND",NA,"LB >= UB.",11,"","",14,0.337,0,139,1,NA,38,8e-04,NA,9,0,NA,NA,NA,NA,"Synthetic graphs",24
"1359","rnd20-0.5_5.gr","Base(IP)",20,1,2.1947,"OPTIMUM FOUND",NA,"LB >= UB.",9,"","seeded",11,2.2718,0,87,1,NA,50,0.0455,NA,7,0,NA,NA,NA,NA,"Synthetic graphs",168
"1360","rnd40-0.5_10.gr","Base(IP)",40,1.058824,102.1818,"UNKNOWN",16,"",25,"INTERRUPTED signal 15","seeded",29,3599.6075,0,382,1,NA,379,100.0049,29,17,0,NA,NA,NA,NA,"Synthetic graphs",50
"1361","rnd40-0.1_3.gr","Base",40,1,0.7013,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",7,0.9028,0,82,1,NA,67,0,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",47
"1362","rnd50-0.7_1.gr","Base",50,1.032258,3597.5707,"UNKNOWN",36,"",37,"INTERRUPTED signal 15","",48,3597.8831,4e-04,846,3,NA,373,0.0017,48,31,0,NA,NA,NA,NA,"Synthetic graphs",55
"1363","rnd30-0.1_3.gr","Base",30,1,0.0749,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","",5,0.1541,0,43,1,NA,48,0,NA,2,0,NA,NA,NA,NA,"Synthetic graphs",237
"1364","rnd50-0.1_9.gr","Base",50,1.222222,3598.5764,"UNKNOWN",12,"",30,"INTERRUPTED signal 15","",19,3598.9195,0,151,3,NA,342,0.0022,19,9,0,NA,NA,NA,NA,"Synthetic graphs",63
"1365","rnd30-0.5_9.gr","Base",30,1.125,197.333,"OPTIMUM FOUND",NA,"LB >= UB.",22,"","",20,197.4135,3e-04,229,2,NA,127,0.0011,NA,16,0,NA,NA,NA,NA,"Synthetic graphs",65
"1366","rnd10-0.7_1.gr","Base(IP)",10,1,9e-04,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",6,0.0121,0,32,1,NA,37,0.006,NA,1,0,NA,NA,NA,NA,"Synthetic graphs",60
"1367","rnd40-0.9_4.gr","Base",40,1,66.4391,"OPTIMUM FOUND",NA,"LB >= UB.",32,"","",35,66.619,0,689,1,NA,104,4e-04,NA,30,0,NA,NA,NA,NA,"Synthetic graphs",180
"1368","rnd30-0.7_3.gr","Base",30,1.058824,73.7263,"OPTIMUM FOUND",NA,"LB >= UB.",23,"","",23,73.8003,2e-04,303,2,NA,89,0.001,NA,17,0,NA,NA,NA,NA,"Synthetic graphs",100
"1369","clique20.gr","Base",20,1,0.2006,"OPTIMUM FOUND",NA,"LB >= UB.",15,"","",19,0.2253,0,190,1,NA,39,1e-04,NA,13,0,NA,NA,NA,NA,"Synthetic graphs",254
"1370","rnd30-0.3_5.gr","Base",30,1.1,188.5734,"OPTIMUM FOUND",NA,"LB >= UB.",16,"","",14,188.6511,3e-04,127,2,NA,118,5e-04,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",233
"1371","rnd40-0.9_8.gr","Base(IP)",40,1,72.0259,"OPTIMUM FOUND",NA,"LB >= UB.",34,"","seeded",35,172.4643,0,692,2,NA,176,100.2142,NA,30,0,NA,NA,NA,NA,"Synthetic graphs",28
"1372","rnd40-0.3_6.gr","Base",40,1.142857,3598.467,"UNKNOWN",19,"",30,"INTERRUPTED signal 15","",23,3598.6418,9e-04,238,5,NA,307,0.0036,23,14,0,NA,NA,NA,NA,"Synthetic graphs",93
"1373","rnd10-0.5_3.gr","Base",10,0,5e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",4,0.005,0,20,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",9
"1374","rnd50-0.5_10.gr","Base(IP)",50,1,99.3705,"UNKNOWN",21,"",24,"INTERRUPTED signal 15","seeded",38,3599.6446,0,602,1,NA,458,106.2816,38,21,0,NA,NA,NA,NA,"Synthetic graphs",176
"1375","rnd20-0.1_3.gr","Base(IP)",20,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0229,0,19,0,NA,38,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",143
"1376","rnd10-0.5_1.gr","Base",10,0,0.0012,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","seeded",5,0.0061,0,28,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",39
"1377","rnd40-0.7_7.gr","Base(IP)",40,1,102.1423,"UNKNOWN",22,"",28,"INTERRUPTED signal 15","seeded",35,3598.6493,0,556,1,NA,1435,100.7679,35,23,0,NA,NA,NA,NA,"Synthetic graphs",116
"1378","rnd20-0.3_7.gr","Base(IP)",20,1,0.0348,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",8,0.1294,0,67,1,NA,49,0.0608,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",31
"1379","rnd20-0.7_9.gr","Base(IP)",20,1,0.2983,"OPTIMUM FOUND",NA,"LB >= UB.",11,"","seeded",14,0.3631,0,139,1,NA,46,0.0382,NA,9,0,NA,NA,NA,NA,"Synthetic graphs",24
"1380","rnd50-0.1_8.gr","Base(IP)",50,1,77.3381,"UNKNOWN",6,"",9,"INTERRUPTED signal 15","seeded",17,3599.5541,0,105,1,NA,503,100.047,17,6,0,NA,NA,NA,NA,"Synthetic graphs",248
"1381","rnd40-0.9_7.gr","Base",40,1,61.3826,"OPTIMUM FOUND",NA,"LB >= UB.",35,"","",35,61.5602,3e-04,696,2,NA,94,5e-04,NA,29,0,NA,NA,NA,NA,"Synthetic graphs",246
"1382","rnd40-0.7_2.gr","Base(IP)",40,1,111.3866,"UNKNOWN",23,"",33,"INTERRUPTED signal 15","seeded",32,3599.5801,0,546,1,NA,324,100.0202,32,24,0,NA,NA,NA,NA,"Synthetic graphs",216
"1383","rnd50-0.5_7.gr","Base",50,1.04,3597.6144,"UNKNOWN",30,"",45,"INTERRUPTED signal 15","",39,3597.9509,4e-04,647,4,NA,352,0.0029,39,25,0,NA,NA,NA,NA,"Synthetic graphs",90
"1384","rnd30-0.7_6.gr","Base",30,1.055556,136.3343,"OPTIMUM FOUND",NA,"LB >= UB.",24,"","",23,136.4102,3e-04,295,2,NA,120,0.0013,NA,18,0,NA,NA,NA,NA,"Synthetic graphs",241
"1385","rnd50-0.5_1.gr","Base(IP)",50,1,105.2323,"UNKNOWN",20,"",24,"INTERRUPTED signal 15","seeded",42,3599.6687,0,587,1,NA,448,106.1729,42,20,0,NA,NA,NA,NA,"Synthetic graphs",162
"1386","rnd50-0.5_8.gr","Base(IP)",50,1,95.7785,"UNKNOWN",21,"",26,"INTERRUPTED signal 15","seeded",43,3599.6481,0,617,1,NA,452,106.3275,43,21,0,NA,NA,NA,NA,"Synthetic graphs",188
"1387","rnd20-0.9_5.gr","Base(IP)",20,1,0.2235,"OPTIMUM FOUND",NA,"LB >= UB.",13,"","seeded",15,0.2881,0,162,1,NA,45,0.0364,NA,11,0,NA,NA,NA,NA,"Synthetic graphs",138
"1388","rnd50-0.3_4.gr","Base(IP)",50,1,111.5374,"UNKNOWN",14,"",19,"INTERRUPTED signal 15","seeded",38,3599.7913,0,366,1,NA,478,100.4008,38,14,0,NA,NA,NA,NA,"Synthetic graphs",183
"1389","rnd50-0.5_3.gr","Base(IP)",50,1,96.7244,"UNKNOWN",21,"",25,"INTERRUPTED signal 15","seeded",41,3599.5493,0,624,1,NA,442,106.7117,41,21,0,NA,NA,NA,NA,"Synthetic graphs",249
"1390","rnd30-0.5_10.gr","Base(IP)",30,1,105.8754,"UNKNOWN",11,"",14,"INTERRUPTED signal 15","seeded",21,3599.3103,0,219,1,NA,925,100.0093,21,11,0,NA,NA,NA,NA,"Synthetic graphs",205
"1391","rnd10-0.7_6.gr","Base",10,1,0.003,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",6,0.0153,0,29,1,NA,37,0.0082,NA,1,0,NA,NA,NA,NA,"Synthetic graphs",185
"1392","rnd50-0.7_3.gr","Base(IP)",50,1,102.5752,"UNKNOWN",28,"",32,"INTERRUPTED signal 15","seeded",46,3599.6061,0,858,1,NA,370,105.2096,46,28,0,NA,NA,NA,NA,"Synthetic graphs",133
"1393","rnd10-0.7_2.gr","Base(IP)",10,0,3e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",4,0.0048,0,28,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",211
"1394","rnd40-0.7_3.gr","Base",40,1.037037,1358.6264,"OPTIMUM FOUND",NA,"CPLEX model.",34,"","",32,1358.8109,3e-04,547,4,NA,270,0.0024,NA,27,0,NA,NA,NA,NA,"Synthetic graphs",222
"1395","rnd50-0.7_1.gr","Base(IP)",50,1,100.7844,"UNKNOWN",28,"",32,"INTERRUPTED signal 15","seeded",44,3599.5674,0,846,1,NA,393,105.8609,44,28,0,NA,NA,NA,NA,"Synthetic graphs",55
"1396","rnd50-0.1_2.gr","Base",50,1.142857,349.485,"OPTIMUM FOUND",NA,"CPLEX model.",11,"","",11,349.8998,0,113,2,NA,169,0.0015,NA,7,0,NA,NA,NA,NA,"Synthetic graphs",229
"1397","rnd50-0.9_2.gr","Base(IP)",50,1,116.0765,"UNKNOWN",38,"",42,"INTERRUPTED signal 15","seeded",47,3599.777,0,1094,1,NA,295,104.116,47,38,0,NA,NA,NA,NA,"Synthetic graphs",130
"1398","rnd10-0.1_1.gr","Base",10,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0028,0,7,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",12
"1399","rnd20-0.3_2.gr","Base",20,1,0.0233,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",7,0.0497,0,59,1,NA,38,7e-04,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",204
"1400","rnd10-0.9_3.gr","Base",10,1,0.0039,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","seeded",8,0.0154,0,41,1,NA,37,0.0052,NA,2,0,NA,NA,NA,NA,"Synthetic graphs",96
"1401","rnd40-0.1_7.gr","Base(IP)",40,1,4.7809,"OPTIMUM FOUND",NA,"LB >= UB.",6,"","seeded",8,5.5826,0,86,1,NA,150,0.5405,NA,4,0,NA,NA,NA,NA,"Synthetic graphs",95
"1402","rnd50-0.3_5.gr","Base(IP)",50,1,99.8243,"UNKNOWN",13,"",18,"INTERRUPTED signal 15","seeded",35,3599.6157,0,384,1,NA,475,107.5105,35,13,0,NA,NA,NA,NA,"Synthetic graphs",118
"1403","rnd20-0.9_5.gr","Base",20,1,0.2194,"OPTIMUM FOUND",NA,"LB >= UB.",13,"","",15,0.2475,0,162,1,NA,39,0.0016,NA,11,0,NA,NA,NA,NA,"Synthetic graphs",138
"1404","rnd50-0.9_10.gr","Base",50,1.025,343.98,"OPTIMUM FOUND",NA,"CPLEX model.",43,"","",45,344.3416,0,1120,2,NA,234,0.0013,NA,40,0,NA,NA,NA,NA,"Synthetic graphs",48
"1405","rnd30-0.5_6.gr","Base",30,1,470.4074,"OPTIMUM FOUND",NA,"CPLEX model.",20,"","",20,470.4821,3e-04,216,2,NA,177,6e-04,NA,15,0,NA,NA,NA,NA,"Synthetic graphs",52
"1406","rnd10-0.3_3.gr","Base(IP)",10,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0047,0,11,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",54
"1407","rnd20-0.5_4.gr","Base",20,1,1.3303,"OPTIMUM FOUND",NA,"LB >= UB.",9,"","",12,1.3564,0,98,1,NA,41,5e-04,NA,7,0,NA,NA,NA,NA,"Synthetic graphs",15
"1408","clique40.gr","Base",40,1,5.6296,"OPTIMUM FOUND",NA,"LB >= UB.",35,"","",39,5.7968,0,780,1,NA,67,0.0014,NA,33,0,NA,NA,NA,NA,"Synthetic graphs",253
"1409","rnd10-0.5_7.gr","Base(IP)",10,0,6e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",5,0.0034,0,28,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",80
"1410","rnd40-0.1_4.gr","Base(IP)",40,1,84.8347,"UNKNOWN",5,"",13,"INTERRUPTED signal 15","seeded",12,3599.6152,0,87,1,NA,295,100.0171,12,6,0,NA,NA,NA,NA,"Synthetic graphs",115
"1411","rnd50-0.5_10.gr","Base",50,1,3597.7562,"UNKNOWN",28,"",30,"INTERRUPTED signal 15","",39,3598.0873,0,602,3,NA,385,0.0022,39,23,0,NA,NA,NA,NA,"Synthetic graphs",176
"1412","rnd20-0.1_8.gr","Base(IP)",20,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0229,0,19,0,NA,38,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",153
"1413","rnd40-0.1_5.gr","Base",40,1,594.6369,"OPTIMUM FOUND",NA,"CPLEX model.",11,"","",10,594.8413,0,87,2,NA,160,0.0013,NA,6,0,NA,NA,NA,NA,"Synthetic graphs",182
"1414","rnd50-0.3_10.gr","Base(IP)",50,1,111.2378,"UNKNOWN",12,"",18,"INTERRUPTED signal 15","seeded",36,3599.7071,0,347,1,NA,486,100.0079,36,12,0,NA,NA,NA,NA,"Synthetic graphs",190
"1415","rnd50-0.9_3.gr","Base(IP)",50,1,115.4353,"UNKNOWN",38,"",41,"INTERRUPTED signal 15","seeded",45,3599.7023,0,1108,1,NA,298,103.3472,45,38,0,NA,NA,NA,NA,"Synthetic graphs",68
"1416","rnd50-0.9_4.gr","Base(IP)",50,1,111.9877,"UNKNOWN",38,"",42,"INTERRUPTED signal 15","seeded",46,3599.4995,0,1093,1,NA,1039,100.9554,46,38,0,NA,NA,NA,NA,"Synthetic graphs",159
"1417","rnd40-0.9_9.gr","Base(IP)",40,1,22.6066,"OPTIMUM FOUND",NA,"LB >= UB.",31,"","seeded",35,23.0296,0,703,1,NA,93,0.1998,NA,29,0,NA,NA,NA,NA,"Synthetic graphs",46
"1418","rnd10-0.3_3.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0057,0,11,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",54
"1419","rnd30-0.3_7.gr","Base",30,1.1,77.6229,"OPTIMUM FOUND",NA,"LB >= UB.",16,"","",15,77.6996,3e-04,151,2,NA,85,0.0014,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",172
"1420","rnd40-0.1_3.gr","Base(IP)",40,1,0.7383,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",7,1.5865,0,82,1,NA,150,0.5711,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",47
"1421","rnd10-0.7_6.gr","Base(IP)",10,1,0.0031,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",6,0.0163,0,29,1,NA,37,0.0076,NA,1,0,NA,NA,NA,NA,"Synthetic graphs",185
"1422","rnd10-0.7_2.gr","Base",10,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",4,0.0045,0,28,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",211
"1423","rnd20-0.7_7.gr","Base",20,1,0.7918,"OPTIMUM FOUND",NA,"LB >= UB.",12,"","",15,0.8157,0,142,1,NA,39,8e-04,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",217
"1424","rnd20-0.5_3.gr","Base(IP)",20,1,0.7616,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","seeded",11,0.8356,0,91,1,NA,48,0.0447,NA,6,0,NA,NA,NA,NA,"Synthetic graphs",227
"1425","rnd40-0.3_9.gr","Base(IP)",40,1,94.903,"UNKNOWN",11,"",18,"INTERRUPTED signal 15","seeded",28,3599.6533,0,256,1,NA,370,100.0317,28,11,0,NA,NA,NA,NA,"Synthetic graphs",71
"1426","rnd20-0.9_9.gr","Base(IP)",20,1,0.4747,"OPTIMUM FOUND",NA,"LB >= UB.",13,"","seeded",17,0.5274,0,173,1,NA,43,0.0252,NA,11,0,NA,NA,NA,NA,"Synthetic graphs",61
"1427","rnd40-0.7_5.gr","Base",40,1.076923,1523.9247,"OPTIMUM FOUND",NA,"CPLEX model.",38,"","",32,1524.1017,2e-04,555,4,NA,291,0.0025,NA,26,0,NA,NA,NA,NA,"Synthetic graphs",84
"1428","rnd40-0.3_10.gr","Base",40,1.142857,3598.4834,"UNKNOWN",18,"",32,"INTERRUPTED signal 15","",22,3598.6552,0.0012,212,5,NA,306,0.0041,22,14,0,NA,NA,NA,NA,"Synthetic graphs",36
"1429","rnd10-0.9_4.gr","Base(IP)",10,1,0.0047,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",8,0.0141,0,41,1,NA,37,0.0039,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",236
"1430","rnd20-0.7_3.gr","Base(IP)",20,1,0.5683,"OPTIMUM FOUND",NA,"LB >= UB.",11,"","seeded",14,0.638,0,132,1,NA,47,0.0405,NA,9,0,NA,NA,NA,NA,"Synthetic graphs",56
"1431","rnd20-0.1_1.gr","Base(IP)",20,0,0.0012,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0238,0,23,0,NA,38,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",37
"1432","rnd20-0.9_6.gr","Base(IP)",20,1,0.1972,"OPTIMUM FOUND",NA,"LB >= UB.",12,"","seeded",16,0.2578,0,168,1,NA,44,0.0334,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",213
"1433","rnd50-0.3_10.gr","Base",50,1.066667,3598.5153,"UNKNOWN",20,"",29,"INTERRUPTED signal 15","",36,3598.8417,4e-04,347,4,NA,336,0.0029,36,15,0,NA,NA,NA,NA,"Synthetic graphs",190
"1434","rnd50-0.3_9.gr","Base",50,1.066667,3598.2522,"UNKNOWN",20,"",21,"INTERRUPTED signal 15","",39,3598.603,5e-04,381,3,NA,347,0.0015,39,15,0,NA,NA,NA,NA,"Synthetic graphs",89
"1435","rnd30-0.5_3.gr","Base(IP)",30,1,84.9136,"UNKNOWN",13,"",18,"INTERRUPTED signal 15","seeded",20,3599.549,0,216,1,NA,530,100.0084,20,13,0,NA,NA,NA,NA,"Synthetic graphs",235
"1436","rnd20-0.5_10.gr","Base",20,1,2.5008,"OPTIMUM FOUND",NA,"LB >= UB.",9,"","",12,2.5277,0,98,1,NA,43,5e-04,NA,7,0,NA,NA,NA,NA,"Synthetic graphs",19
"1437","rnd20-0.7_10.gr","Base(IP)",20,1,0.5509,"OPTIMUM FOUND",NA,"LB >= UB.",12,"","seeded",15,0.6155,0,145,1,NA,46,0.0369,NA,10,0,NA,NA,NA,NA,"Synthetic graphs",240
"1438","rnd10-0.3_1.gr","Base",10,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0037,0,18,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",104
"1439","rnd20-0.3_9.gr","Base(IP)",20,1,0.731,"OPTIMUM FOUND",NA,"LB >= UB.",7,"","seeded",9,0.8305,0,64,1,NA,50,0.0653,NA,5,0,NA,NA,NA,NA,"Synthetic graphs",14
"1440","rnd40-0.7_1.gr","Base(IP)",40,1,83.7032,"UNKNOWN",21,"",26,"INTERRUPTED signal 15","seeded",33,3598.9691,0,534,1,NA,617,100.0202,33,21,0,NA,NA,NA,NA,"Synthetic graphs",247
"1441","rnd20-0.9_4.gr","Base",20,1,0.2474,"OPTIMUM FOUND",NA,"LB >= UB.",14,"","",16,0.2725,0,165,1,NA,39,0.0013,NA,12,0,NA,NA,NA,NA,"Synthetic graphs",82
"1442","rnd40-0.7_6.gr","Base(IP)",40,1,111.7347,"UNKNOWN",24,"",28,"INTERRUPTED signal 15","seeded",33,3599.4469,0,558,1,NA,1119,100.0143,33,24,0,NA,NA,NA,NA,"Synthetic graphs",49
"1443","rnd20-0.5_3.gr","Base",20,1,0.7662,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","",11,0.7882,0,91,1,NA,40,1e-04,NA,6,0,NA,NA,NA,NA,"Synthetic graphs",227
"1444","rnd10-0.3_6.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0029,0,11,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",144
"1445","rnd50-0.7_2.gr","Base",50,1.09375,3597.2568,"UNKNOWN",37,"",52,"INTERRUPTED signal 15","",42,3597.5697,4e-04,856,4,NA,390,0.0023,42,32,0,NA,NA,NA,NA,"Synthetic graphs",66
"1446","rnd20-0.3_7.gr","Base",20,1,0.0341,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",8,0.061,0,67,1,NA,38,0.0012,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",31
"1447","rnd50-0.5_9.gr","Base(IP)",50,1,106.9222,"UNKNOWN",20,"",23,"INTERRUPTED signal 15","seeded",43,3599.7822,0,614,1,NA,451,106.4532,43,20,0,NA,NA,NA,NA,"Synthetic graphs",224
"1448","rnd10-0.1_4.gr","Base",10,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0038,0,3,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",232
"1449","rnd50-0.3_1.gr","Base",50,1.058824,3598.3434,"UNKNOWN",21,"",38,"INTERRUPTED signal 15","",35,3598.6663,4e-04,346,5,NA,349,0.003,35,17,0,NA,NA,NA,NA,"Synthetic graphs",11
"1450","rnd50-0.3_9.gr","Base(IP)",50,1,96.2202,"UNKNOWN",12,"",19,"INTERRUPTED signal 15","seeded",39,3599.7513,0,381,1,NA,483,106.9285,39,12,0,NA,NA,NA,NA,"Synthetic graphs",89
"1451","rnd10-0.5_7.gr","Base",10,0,6e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",5,0.0048,0,28,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",80
"1452","rnd20-0.3_8.gr","Base",20,1,0.2372,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",8,0.2627,0,60,1,NA,38,0.0011,NA,3,0,NA,NA,NA,NA,"Synthetic graphs",6
"1453","rnd50-0.7_8.gr","Base",50,1.029412,3596.8005,"UNKNOWN",38,"",44,"INTERRUPTED signal 15","",45,3597.1147,1e-04,873,5,NA,470,0.0034,45,34,0,NA,NA,NA,NA,"Synthetic graphs",5
"1454","rnd50-0.3_4.gr","Base",50,1.166667,3598.1151,"UNKNOWN",21,"",43,"INTERRUPTED signal 15","",38,3598.4582,8e-04,366,4,NA,396,0.0033,38,18,0,NA,NA,NA,NA,"Synthetic graphs",183
"1455","rnd50-0.3_2.gr","Base",50,1.0625,3597.9389,"UNKNOWN",21,"",38,"INTERRUPTED signal 15","",37,3598.295,4e-04,356,4,NA,336,0.0023,37,16,0,NA,NA,NA,NA,"Synthetic graphs",114
"1456","rnd40-0.1_4.gr","Base",40,1.142857,3598.6615,"UNKNOWN",10,"",11,"INTERRUPTED signal 15","",14,3598.8386,4e-04,87,2,NA,279,7e-04,14,7,0,NA,NA,NA,NA,"Synthetic graphs",115
"1457","rnd20-0.5_1.gr","Base",20,1,0.2038,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","",10,0.2292,0,93,1,NA,39,0.0017,NA,6,0,NA,NA,NA,NA,"Synthetic graphs",126
"1458","rnd10-0.5_9.gr","Base(IP)",10,1,0.0012,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",5,0.0136,0,26,1,NA,37,0.0075,NA,1,0,NA,NA,NA,NA,"Synthetic graphs",200
"1459","rnd50-0.1_7.gr","Base",50,1.25,3598.2185,"UNKNOWN",12,"",22,"INTERRUPTED signal 15","",15,3598.569,4e-04,134,3,NA,312,0.002,15,8,0,NA,NA,NA,NA,"Synthetic graphs",117
"1460","rnd20-0.1_5.gr","Base(IP)",20,0,4e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0233,0,18,0,NA,38,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",149
"1461","rnd10-0.3_1.gr","Base(IP)",10,0,3e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0052,0,18,0,NA,35,0,NA,0,0,NA,NA,NA,NA,"Synthetic graphs",104
